,bigrams,counts
910,"('Cristofaro,Sabrina', 'Moss,Robert E.')",1
911,"('Cristofaro,Sabrina', 'Strashny,Alex')",1
912,"('Cristofaro,Sabrina', 'Theodore,William H.')",1
913,"('Detyniecki,Kamil', 'French,Jacqueline A.')",1
914,"('Detyniecki,Kamil', 'Goldenholz,Daniel M.')",1
915,"('Detyniecki,Kamil', 'Goldenholz,Shira R.')",1
916,"('Detyniecki,Kamil', 'Haut,Sheryl R.')",1
917,"('Detyniecki,Kamil', 'Hixson,John')",1
918,"('Detyniecki,Kamil', 'Karoly,Philippa J.')",1
919,"('Detyniecki,Kamil', 'Kuzniecky,Ruben')",1
920,"('Detyniecki,Kamil', 'Lowenstein,Daniel')",1
921,"('Detyniecki,Kamil', 'Moss,Robert E.')",1
922,"('Detyniecki,Kamil', 'Strashny,Alex')",1
923,"('Detyniecki,Kamil', 'Theodore,William H.')",1
924,"('French,Jacqueline A.', 'Goldenholz,Daniel M.')",1
925,"('French,Jacqueline A.', 'Goldenholz,Shira R.')",1
926,"('French,Jacqueline A.', 'Haut,Sheryl R.')",1
927,"('French,Jacqueline A.', 'Hixson,John')",1
928,"('French,Jacqueline A.', 'Karoly,Philippa J.')",1
929,"('French,Jacqueline A.', 'Kuzniecky,Ruben')",1
930,"('French,Jacqueline A.', 'Lowenstein,Daniel')",1
931,"('French,Jacqueline A.', 'Moss,Robert E.')",1
932,"('French,Jacqueline A.', 'Strashny,Alex')",1
933,"('French,Jacqueline A.', 'Theodore,William H.')",1
934,"('Goldenholz,Daniel M.', 'Haut,Sheryl R.')",1
935,"('Goldenholz,Daniel M.', 'Hixson,John')",1
936,"('Goldenholz,Daniel M.', 'Kuzniecky,Ruben')",1
937,"('Goldenholz,Daniel M.', 'Lowenstein,Daniel')",1
938,"('Goldenholz,Daniel M.', 'Strashny,Alex')",1
939,"('Goldenholz,Shira R.', 'Haut,Sheryl R.')",1
940,"('Goldenholz,Shira R.', 'Hixson,John')",1
941,"('Goldenholz,Shira R.', 'Karoly,Philippa J.')",1
942,"('Goldenholz,Shira R.', 'Kuzniecky,Ruben')",1
943,"('Goldenholz,Shira R.', 'Lowenstein,Daniel')",1
944,"('Goldenholz,Shira R.', 'Strashny,Alex')",1
945,"('Goldenholz,Shira R.', 'Theodore,William H.')",1
946,"('Haut,Sheryl R.', 'Hixson,John')",1
947,"('Haut,Sheryl R.', 'Karoly,Philippa J.')",1
948,"('Haut,Sheryl R.', 'Kuzniecky,Ruben')",1
949,"('Haut,Sheryl R.', 'Lowenstein,Daniel')",1
950,"('Haut,Sheryl R.', 'Moss,Robert E.')",1
951,"('Haut,Sheryl R.', 'Strashny,Alex')",1
952,"('Haut,Sheryl R.', 'Theodore,William H.')",1
953,"('Hixson,John', 'Karoly,Philippa J.')",1
954,"('Hixson,John', 'Kuzniecky,Ruben')",1
955,"('Hixson,John', 'Lowenstein,Daniel')",1
956,"('Hixson,John', 'Moss,Robert E.')",1
957,"('Hixson,John', 'Strashny,Alex')",1
958,"('Hixson,John', 'Theodore,William H.')",1
959,"('Karoly,Philippa J.', 'Kuzniecky,Ruben')",1
960,"('Karoly,Philippa J.', 'Lowenstein,Daniel')",1
961,"('Karoly,Philippa J.', 'Strashny,Alex')",1
962,"('Kuzniecky,Ruben', 'Lowenstein,Daniel')",1
963,"('Kuzniecky,Ruben', 'Moss,Robert E.')",1
964,"('Kuzniecky,Ruben', 'Strashny,Alex')",1
965,"('Kuzniecky,Ruben', 'Theodore,William H.')",1
966,"('Lowenstein,Daniel', 'Moss,Robert E.')",1
967,"('Lowenstein,Daniel', 'Strashny,Alex')",1
968,"('Lowenstein,Daniel', 'Theodore,William H.')",1
969,"('Moss,Robert E.', 'Strashny,Alex')",1
970,"('Strashny,Alex', 'Theodore,William H.')",1
971,"('Cajochen,Christian', 'Dijk,Derk-Jan')",1
972,"('Cajochen,Christian', 'Eriksson,Sofia H.')",1
973,"('Cajochen,Christian', 'Khan,Sofia')",1
974,"('Cajochen,Christian', 'Khatami,Ramin')",1
975,"('Cajochen,Christian', 'Loddenkemper,Tobias')",1
976,"('Cajochen,Christian', 'Nobili,Lino')",1
977,"('Dijk,Derk-Jan', 'Eriksson,Sofia H.')",1
978,"('Dijk,Derk-Jan', 'Khan,Sofia')",1
979,"('Dijk,Derk-Jan', 'Khatami,Ramin')",1
980,"('Dijk,Derk-Jan', 'Loddenkemper,Tobias')",1
981,"('Dijk,Derk-Jan', 'Nobili,Lino')",1
982,"('Eriksson,Sofia H.', 'Khan,Sofia')",1
983,"('Eriksson,Sofia H.', 'Khatami,Ramin')",1
984,"('Eriksson,Sofia H.', 'Loddenkemper,Tobias')",1
985,"('Eriksson,Sofia H.', 'Nobili,Lino')",1
986,"('Khan,Sofia', 'Khatami,Ramin')",1
987,"('Khan,Sofia', 'Loddenkemper,Tobias')",1
988,"('Khan,Sofia', 'Nobili,Lino')",1
989,"('Khatami,Ramin', 'Loddenkemper,Tobias')",1
990,"('Khatami,Ramin', 'Nobili,Lino')",1
991,"('Loddenkemper,Tobias', 'Nobili,Lino')",1
992,"('Gavillet,Erika', 'Mackay,Michael')",1
993,"('Gavillet,Erika', 'Mahlaba,Hector')",1
994,"('Gavillet,Erika', 'Whittaker,Roger G.')",1
995,"('Mackay,Michael', 'Mahlaba,Hector')",1
996,"('Mackay,Michael', 'Whittaker,Roger G.')",1
997,"('Mahlaba,Hector', 'Whittaker,Roger G.')",1
998,"('Alexopoulos,Andreas V.', 'Gregas,Matt')",1
999,"('Alexopoulos,Andreas V.', 'Kothare,Sanjeev V.')",1
1000,"('Alexopoulos,Andreas V.', 'Loddenkemper,Tobias')",1
1001,"('Alexopoulos,Andreas V.', 'Ramgopal,Sriram')",1
1002,"('Alexopoulos,Andreas V.', 'Rotenberg,Alexander')",1
1003,"('Alexopoulos,Andreas V.', 'Shah,Aneri')",1
1004,"('Alexopoulos,Andreas V.', 'Vendrame,Martina')",1
1005,"('Alexopoulos,Andreas V.', 'Wyllie,Elaine')",1
1006,"('Alexopoulos,Andreas V.', 'Zarowski,Marcin')",1
1007,"('Gregas,Matt', 'Kothare,Sanjeev V.')",1
1008,"('Gregas,Matt', 'Loddenkemper,Tobias')",1
1009,"('Gregas,Matt', 'Ramgopal,Sriram')",1
1010,"('Gregas,Matt', 'Rotenberg,Alexander')",1
1011,"('Gregas,Matt', 'Shah,Aneri')",1
1012,"('Gregas,Matt', 'Vendrame,Martina')",1
1013,"('Gregas,Matt', 'Wyllie,Elaine')",1
1014,"('Gregas,Matt', 'Zarowski,Marcin')",1
1015,"('Kothare,Sanjeev V.', 'Loddenkemper,Tobias')",1
1016,"('Kothare,Sanjeev V.', 'Ramgopal,Sriram')",1
1017,"('Kothare,Sanjeev V.', 'Rotenberg,Alexander')",1
1018,"('Kothare,Sanjeev V.', 'Shah,Aneri')",1
1019,"('Kothare,Sanjeev V.', 'Vendrame,Martina')",1
1020,"('Kothare,Sanjeev V.', 'Wyllie,Elaine')",1
1021,"('Kothare,Sanjeev V.', 'Zarowski,Marcin')",1
1022,"('Loddenkemper,Tobias', 'Ramgopal,Sriram')",1
1023,"('Loddenkemper,Tobias', 'Rotenberg,Alexander')",1
1024,"('Loddenkemper,Tobias', 'Shah,Aneri')",1
1025,"('Loddenkemper,Tobias', 'Vendrame,Martina')",1
1026,"('Loddenkemper,Tobias', 'Wyllie,Elaine')",1
1027,"('Loddenkemper,Tobias', 'Zarowski,Marcin')",1
1028,"('Ramgopal,Sriram', 'Rotenberg,Alexander')",1
1029,"('Ramgopal,Sriram', 'Shah,Aneri')",1
1030,"('Ramgopal,Sriram', 'Vendrame,Martina')",1
1031,"('Ramgopal,Sriram', 'Wyllie,Elaine')",1
1032,"('Ramgopal,Sriram', 'Zarowski,Marcin')",1
1033,"('Rotenberg,Alexander', 'Shah,Aneri')",1
1034,"('Rotenberg,Alexander', 'Vendrame,Martina')",1
1035,"('Rotenberg,Alexander', 'Wyllie,Elaine')",1
1036,"('Rotenberg,Alexander', 'Zarowski,Marcin')",1
1037,"('Shah,Aneri', 'Vendrame,Martina')",1
1038,"('Shah,Aneri', 'Wyllie,Elaine')",1
1039,"('Shah,Aneri', 'Zarowski,Marcin')",1
1040,"('Vendrame,Martina', 'Wyllie,Elaine')",1
1041,"('Vendrame,Martina', 'Zarowski,Marcin')",1
1042,"('Wyllie,Elaine', 'Zarowski,Marcin')",1
1043,"('Smyk,Magdalena K.', 'van Luijtelaar,Gilles')",1
1044,"('Kavehei,Omid', 'Kuhlmann,Levin')",1
1045,"('Kavehei,Omid', 'Maher,Christina')",1
1046,"('Kavehei,Omid', 'McEwan,Alistair')",1
1047,"('Kavehei,Omid', 'Nikpour,Armin')",1
1048,"('Kavehei,Omid', 'Truong,Nhan D.')",1
1049,"('Kavehei,Omid', 'Yang,Yikai')",1
1050,"('Kuhlmann,Levin', 'Maher,Christina')",1
1051,"('Kuhlmann,Levin', 'McEwan,Alistair')",1
1052,"('Kuhlmann,Levin', 'Nikpour,Armin')",1
1053,"('Kuhlmann,Levin', 'Truong,Nhan D.')",1
1054,"('Kuhlmann,Levin', 'Yang,Yikai')",1
1055,"('Maher,Christina', 'McEwan,Alistair')",1
1056,"('Maher,Christina', 'Nikpour,Armin')",1
1057,"('Maher,Christina', 'Truong,Nhan D.')",1
1058,"('Maher,Christina', 'Yang,Yikai')",1
1059,"('McEwan,Alistair', 'Nikpour,Armin')",1
1060,"('McEwan,Alistair', 'Truong,Nhan D.')",1
1061,"('McEwan,Alistair', 'Yang,Yikai')",1
1062,"('Nikpour,Armin', 'Truong,Nhan D.')",1
1063,"('Nikpour,Armin', 'Yang,Yikai')",1
1064,"('Truong,Nhan D.', 'Yang,Yikai')",1
